微博内容,统一后的评论,点赞数
"无人驾驶 中国汽车前脚卖遍全球无敌手，后脚，中国的无人驾驶也在全球三分天下。

我在2025年3月就说过，2024年是智驾的元年，2025年是智驾的井喷之年，L2基本普及，L3级自动驾驶会有关键性的突破。

同样的，L4级、L5的无人驾驶出租车也在全球范围内正式进入关键决赛之年。

先说一个令人振奋的结论","派派哩派派 ：真的好期待呀
郭施亮：谢谢分享
吃喝玩乐不碍努力工作 ：落地北京了？在哪里呢
赵宏民：无人出租车，我觉得并不会比有人出租车价格更贵，它的核心优势主要在于没有司机，大大减少了人力成本，而且除了充电保养，它可以一直接单。无人驾驶 //@仙鹤神针44:车可以超袭外观，可以用大沙发彩电拉高价格。无人出租车靠什么拉高价格呢？
安亭生活 ：过来点个赞
仙鹤神针44：车可以超袭外观，可以用大沙发彩电拉高价格。无人出租车靠什么拉高价格呢？
啾啾啾秋咪啾咪啾咪 ：不错[互粉]
ZhaoHonghe1 ：中午好啊
媒媒哒 ：回来点个赞",1
有些东西不必这么较真的。只是出现在特定前提下，不一定是充分条件，也不是必要条件。比如2024年春节暴击点，无人驾驶龙头是大众出租，萝卜快跑点火，但逻辑是，假如出租车都变成这样，那多少城市都有这个上市企业，为何选择了上海的，另外无人驾驶根本不是受益出租车公司【理论上应该是造车的】，应该,,1
"科技事儿每日早报 2025年6月21日 互联网科技日报

1. 华为鸿蒙6正式官宣，全场景智能系统升级
余承东在HDC 2025大会上发布HarmonyOS 6，支持星闪车钥匙、AI小艺增强及“碰一碰”跨设备秒传文件功能，将于10月推送。

2. 哪吒汽车被申请破产，总部员工居家办公
合众新能源（哪吒关联公司）破","mmq0626：关注一下今天的科技早报
一木一秋321：收到了
尹尹是我：看看早报
我是幸运的皮卡丘：一起看看第四条吧
向阳笑哈哈：我还没用过鸿蒙
小南偱勾勾：哪吒就这么凉了
翅若雪：今日已读
袁莱是：看看了
葡萄水晶 ：早上好",1
"无人驾驶四君子：

华峰（百度合作），
联创（摄像头），
华体（车路云一体化），
测绘（车联网）
无人驾驶四小弟：
兴瑞（雷达），
神通（雷达），
盈峰（无人物流车），
利杨（无人芯片）
无人驾驶新闻逻辑---
6月底特斯拉L4公布无人驾驶出租车引爆舆论，

7月初，小米，比亚迪，华为公布自己的L4无",,1
"第一次体验萝卜快跑
学习中
准备出发 毕业旅行开始
棠豆成长日记",,1
芍萝卜已经进化成了拐萝卜，都会加塞别车了交通安全 萝卜快跑 加塞 老徐的车与美食超话 LAUTO老徐的微博,"扶老奶奶闯红灯灯：都进化了
_苏打柠檬冰冰豆：不知道的，还以为里面有人
馨宝miko啾咪啾9：确实有意思
kaihui1985生活：就是不让你加塞
拾玖点叁拾分：加塞插队不文明
铁牛luk：好你个萝卜
怡好心动45：有意思，不过按道理应该正常排队等候通行，不应该加塞插队，
AniAni68：有这样的人你没有让他加塞，他还会骂你
饿了吃什么a_：还会加塞了",1
"走进这个把未来塞进热带岛屿的神奇国度，你会发现这里每平方公里都藏着惊喜！

🇸🇬 四语混搭的味觉宇宙

在新加坡，福建话的叫卖声能撞上英语菜单，马来香料与印度咖喱在小贩中心上演奇妙融合~ 必试海南鸡饭配黑酱油，或是辣到冒汗的辣椒螃蟹——连牛车水的街头摊都藏着米其林星星！更神奇的是","珍珠云纱 ：真的了解到了呀
just韩韩 ：真的挺不错的
爱你每一天yu ：真的是很想去看看
恋儇脑：真的太神奇了
十七奈夏 ：我知道新加坡是发达国家
珍珠银沙 ：很神奇的国度
長日夢中歌 ：真的很想去看看呀
Rosy-酒烧芝芝：涨知识了啊
微博旅行家：2025年微博旅行家全新启程！带微博旅行家及活动子话题发布原创旅行内容，分享旅行体验，将有机会获得现金激励及海量资源扶持，立即参与>> O网页链接",1
今儿偶遇的A330和萝卜快跑,,1
萝卜快跑无人驾驶出租车越来越多，首个支持L4级别的自动驾驶大模型Apollo ADFM，有机会还是要体验一下。,,1
"原来100签这么多？！！！
感觉吃完第一波就已经快饱了。。。

之后又有了之前的坏毛病，
最后吃到胃好撑，
卡着一股气，
走到萝卜快跑的打车点的路上包括回去蹲之前，
蹲了之后感觉好了一些，
可能下去了？空了？传送带前进了？

火锅还是好吃的，
就是调料太太太太少啦。。。
水果也没。。。
不过串串",,1
梅雨季打开天气预报一页全是雨今天终于体验了一下萝卜快跑,评论罗伯特：雨天自动驾驶，美酒相随太会了,1
如果加上AI摄像头识别不属于车上的物品也OK（但是萝卜上好像本来就有摄像头？@萝卜快跑自动驾驶 ）,,1
"把学生送走了，睡到自然醒，
然后去杨泗港大桥看雨，
接着体验一下萝卜快跑，
去拦江路吃了蟹神咩咩，
四块一个的袁糖酥饺真的巨巨好吃
钟小花大型真香现场
开心的一天！",摇一摇吖- ：又是幸福的一天,1
在武汉的最后一天，被的士司机拒绝送到车站门口，隔几条路强行下客，身份证落在车上又被敲诈一笔，你鄂司机从不让人失望希望下次回武汉的时候路上只有萝卜快跑,,1
萝卜快跑无人驾驶体验不错！ Lwykshp的微博,,1
"第六代「蘿蔔快跑」自動駕駛的士即將引進香港🇭🇰

香港超话 萝卜快跑 2香港 L香港沉默之聲的微博",,1
顺便说下，萝卜快跑的定位太不准啦！！！,,1
萝卜快跑的作用就是 在加塞的时候知道它肯定会让我 它真好,红烧小香菜 ：我加塞你,1
"下雨天车站避雨的猫猫
喜欢上坐萝卜快跑啦～",,1
给人笑瘸了 萝卜快跑 不止车跑人也得跑萝卜快跑百亿流量扶持计划 L感性软妹子的微博,,1
"【6月21日，星期六，农历五月二十六】

1、发布涉“国补”不实信息，“新知百略”负责人被警方行政处罚；

2、破解液氦卡脖子难题，全球首台多体位无液氦磁共振国内上市；

3、1亿用户涌向美团闪购618，“大件”商品成交额增长200%；

4、饿了么前eo韩鎏涉嫌职务犯罪，已被警方传唤配合调查；

5、“","津门李哥：早鸭
徐庶徐元直：早呀",1
萝卜快跑 初体验💯,,1
我与汽车的日常超话 @萝卜快跑自动驾驶 你一个无人驾驶机器人，为什么要使用雨刮 L弯道尽头的微博,兴彣：有一部分传感摄像头在中后视镜后面吧～我记得现在MPV那种大玻璃车都不用对开雨刮就是因为对开的刮不到摄像头,1
今天一个人坐萝卜快跑 打开按摩听自己喜欢的歌 好惬意😌,"充足睡眠 ：还有按摩功能啦？？？
全体人类在天堂 ：比某些人类开的臭车吵车摇摇车好多了",1
"【AI赋能这个大赛期待值拉满，四川数字乡村创新“助力锦囊”来了】

当AI浪潮蔓延到农村，“乡村数智人”成为数字乡村建设的新风口，该领域创新发展会有什么新看点？

6月18日至19日，四川省2025年全国数字乡村创新大赛宣介会暨四川网信“数智领航”第五期数字乡村发展交流会在眉山市举行。实地调研点",昌平法師：@昌平法師: 乡亲们早上好！ 评论配图,1
"这一动向正值特斯拉即将推出 Cyberab 无人出租车网络之际，马斯克正把公司未来的增长寄托在自动驾驶技术上。与此同时，萝卜快跑、在美上市的小马智行和文远知行等中国企业，也纷纷将业务拓展至中东、欧洲和东南亚。
萝卜快跑的发展正在提速，目前全球部署的自动驾驶车辆已超过 1000 台，其中大部分位",,1
"突发新闻：
国外有些博主已经被邀请 Robotaxi的早期体验
不过虽然是无人驾驶，但副驾驶还是有安全员跟着
不就是美国版的「萝卜快跑」吗

6 月 22 号发布，估计会巨酷
无人驾驶特斯拉超话特斯拉","时光l2024 ：也会让大家都有很好的体验感
Whitebilibili ：酷吗？副驾一个监管，远程一个监管，离无人差太远了
灵草探：挺期待无人驾驶的呀，真的很好奇！
小狐狸花楹：无人驾驶这个安全不 很想知道 其实如果安全的话 可以推行
点点音乐美文m ：太惊喜了，令人期待
电动车公社哔哔机：我估计不会比萝卜好很多
不如叫猪古力 ：这感觉就是萝卜快跑了啊，哈哈
Plentiful-guard：国内不知什么时候跟进
不想取名嘞 ：太期待了，坐等不见不散",1
"有知情人士透露，百度萝卜快跑正瞄准新加坡和马来西亚！全球扩张脚步稳了～

萝卜快跑已全球部署千余辆自动驾驶车，订单破1100万次，顺利超越Waymo！国际化路线火力全开，还瞄准欧洲、土耳其和香港新测试区，稳扎稳打。
与此同时，特斯拉Cyberab也蓄势待发，自动驾驶出租车大战一触即发。
未来出行，","Smile-粉：
今日阳光灿烂好运连连：",1
"为什么萝卜快跑不能和Robotaxi比？
萝卜快跑 2成都·成都高新特斯拉中心 L天府四街马斯克的微博",,1
"刚才看了@傲敦的小作文 采访小马智行楼天成的，在腾讯新闻的泰坦栏目。突然意识到很大的反差，就是主机厂和L4的科技公司，哪怕同样都在做智能驾驶相关的话题，因为角度、利益、方向的不同，关于未来的叙事依然前差万别，甚至对于消费者需要什么，都各有解释。

譬如，楼天成关于未来有好几个关键判","傲敦的小作文：犀利
ArthurShen_Origin：站在L4供应商的角度，他们只能这么说。但是现实是，整个道路环境是大家共享的，他们想要的L4成为普遍应用的世界还很遥远。
拆那奥拓：差太多了，天差地别。题都不是一个题。L2/3和L4完全是两个产品，互相之间技术上有联系，但定义上完全没必要合到一起，各走各路挺好的。微博正文
电动星球蟹老板：👉有道理//@拆那奥拓:差太多了，天差地别。题都不是一个题。L2/3和L4完全是两个产品，互相之间技术上有联系，但定义上完全没必要合到一起，各走各路挺好的。微博正文",1
"彭博社报道，百度计划最早于今年在新加坡和马来西亚上线萝卜快跑无人驾驶出租车服务。速度真快。

42how新能源汽车百度 42mark","42号车库：点击链接 O网页链接 扫码「小米、问界、蔚来、理想、极氪...」加入兴趣群
半岛之菲诺 ：这也是中国无人驾驶技术走向世界重要一步。
自在的C ：国内做不下去了赶紧布局海外是吧
圈范子：支持萝卜出海，给老外一点技术上的震撼！
王永利 ：我觉得马来西亚难度比较大，车多、速度快、弯道急，对自动驾驶是灾难。",1
特斯拉超话特斯拉无人出租车特斯拉roboxtaxi炒股超话上证指数[超话] 特斯拉无人出租车来了，你看好嘛？？？百度萝卜快跑,,1
【强烈建议取消“萝卜快跑”试运营资质】三公里多路程，绕行10倍距离，减免后收费仍超一倍多，还耽误乘客时间和后续事务。运营中违章乱停，堵路时有发生。以互联网产品迭代升级来野蛮生长，给试运营区域市民生活带来的不便和利益受损，盲视忽略，予以沉没。,,1
【百度萝卜快跑香港测试区扩大 从机场周边驶入东涌核心区】百度旗下的Robotaxi（自动驾驶出行服务）品牌萝卜快跑在香港的自动驾驶测试进一步升级。6月18日，香港运输署公布，萝卜快跑在香港北大屿山进行自动驾驶车辆测试的路段再扩大，从最初的机场周边逐步扩大至东涌城市生活圈。O百度萝卜快跑香港测试区扩大 从机场周边驶入东涌核心区,Charles_Kuang ：s啦d9,1
消息称百度自动驾驶出租车萝卜快跑年内落地东南亚市场 O消息称百度自动驾驶出租车萝卜快跑年内落地东南亚市场,,1
萝卜快跑你再慢点来接我,用户97082970 ：太多车挨他了,1
【萝卜快跑或于今年底进军东南亚市场】消息人士称，百度自动驾驶出租车子公司萝卜快跑计划最快于2025年底进军东南亚市场。萝卜快跑将主要关注东南亚地区的新加坡和马来西亚市场。（新浪财经）,,1
"百度萝卜快跑最早于2025年底进军东南亚

一位知情人士表示，百度旗下自动驾驶出租车部门萝卜快跑计划最早于今年年底将业务拓展至东南亚市场，目前正值自动驾驶出租车公司纷纷加紧拓展海外市场之际。

该知情人士称，萝卜快跑在东南亚的主要焦点将是新加坡和马来西亚。在中国自动驾驶出租车公司中，百度",,1
